original_varname,acc_varname,groupid
Picea abies,Picea abies-type,TRSH
Picea abies subsp. abies,Picea abies-type,TRSH
Picea abies subsp. obovata,Picea abies-type,TRSH
Picea obovata,Picea abies-type,TRSH
Picea sect. Eupicea,Picea abies-type,TRSH
Piceaabies,Picea abies-type,TRSH
Picea omorica,Picea omorika-type,TRSH
Picea orientalis,Picea omorika-type,TRSH
Picea schrenkiana,Picea schrenkiana,TRSH
Picea-schrenkiana,Picea schrenkiana,TRSH
Picea Stomata,Picea: stomata,VEMI
Picea stomata,Picea: stomata,VEMI
Picea: stomata,Picea: stomata,MACR
Picea: stomata,Picea: stomata,VEMI
Pimpinella,Pimpinella anisum,HERB
Pimpinella anisum,Pimpinella anisum,HERB
"Apiaceae, Pimpinella",Pimpinella major-type,HERB
Pimpinella major T,Pimpinella major-type,HERB
Pimpinella major type,Pimpinella major-type,HERB
Pimpinella major-type,Pimpinella major-type,HERB
Pimpinella-type,Pimpinella major-type,HERB
Abies or Picea,Pinaceae,TRSH
Abies+Picea,Pinaceae,TRSH
Pinaceae,Pinaceae,TRSH
Pinaceae: stomata,Pinaceae: stomata,VEMI
Pinguicula,Pinguicula,HERB
PINUS,Pinus,TRSH
PINUS indiff.,Pinus,TRSH
PINUS indiff..,Pinus,TRSH
Pinus,Pinus,TRSH
Pinus cf. nigra,Pinus,TRSH
Pinus clumps,Pinus,TRSH
Pinus sf. Podocarpus,Pinus,TRSH
Pinus sp,Pinus,TRSH
Pinus sp.,Pinus,TRSH
Pinus undiff.,Pinus,TRSH
Pinus undifferentiated,Pinus,TRSH
Pinus-undiff.,Pinus,TRSH
Pinus: fragment,Pinus,TRSH
PINUS CEMBRA,Pinus cembra-type,TRSH
Pin._sibirica,Pinus cembra-type,TRSH
Pinus (Haploxylon),Pinus cembra-type,TRSH
Pinus cembra,Pinus cembra-type,TRSH
Pinus cembra subsp. sibirica,Pinus cembra-type,TRSH
Pinus cembra-type,Pinus cembra-type,TRSH
Pinus hap,Pinus cembra-type,TRSH
Pinus haploxylon,Pinus cembra-type,TRSH
Pinus haploxylon-type,Pinus cembra-type,TRSH
Pinus haploxylon/cembra,Pinus cembra-type,TRSH
Pinus peuce,Pinus cembra-type,TRSH
Pinus pumila,Pinus cembra-type,TRSH
Pinus pumila-type,Pinus cembra-type,TRSH
Pinus s/g Haploxylon,Pinus cembra-type,TRSH
Pinus sect. Haploxylon,Pinus cembra-type,TRSH
Pinus sgen. Haploxylon,Pinus cembra-type,TRSH
Pinus sibirica,Pinus cembra-type,TRSH
Pinus sibirica-type,Pinus cembra-type,TRSH
Pinus sibirica=Pinus s/g Haploxylon,Pinus cembra-type,TRSH
Pinus subg. Haploxylon-type,Pinus cembra-type,TRSH
Pinus subg. Strobus,Pinus cembra-type,TRSH
Pinus subgen. Haploxylon,Pinus cembra-type,TRSH
Pinus t. haplostellate,Pinus cembra-type,TRSH
Pinus-H,Pinus cembra-type,TRSH
Pinus-Haploxylon,Pinus cembra-type,TRSH
Pinus-pumila,Pinus cembra-type,TRSH
PinusHaplo.,Pinus cembra-type,TRSH
Pinus cf. P. halepensis,Pinus halepensis-type,TRSH
Pinus halepensis,Pinus halepensis-type,TRSH
Pinus halepensis type,Pinus halepensis-type,TRSH
Pinus halepensis-type,Pinus halepensis-type,TRSH
Pinus halepensis/P. pinea-type,Pinus halepensis-type,TRSH
Pinus pinea,Pinus halepensis-type,TRSH
Pinus pinea-type,Pinus halepensis-type,TRSH
Pinus pinea/P. halepensis,Pinus halepensis-type,TRSH
Pinus pinea/halepensis t.,Pinus halepensis-type,TRSH
Pinus pinea/halepensis-type,Pinus halepensis-type,TRSH
Pinus-sylvestris-var-mongolica,Pinus halepensis-type,TRSH
Pinus-koraiensis,Pinus koraiensis,TRSH
PINUS t.pinaster,Pinus pinaster,TRSH
Pinus pinaster,Pinus pinaster,TRSH
Pinus pinaster-type,Pinus pinaster,TRSH
Pinus pumila,Pinus pumila,TRSH
PINUS sylv.,Pinus sylvestris-type,TRSH
PINUS t.nigra,Pinus sylvestris-type,TRSH
PINUS t.sylvestris,Pinus sylvestris-type,TRSH
Pin._sylv.,Pinus sylvestris-type,TRSH
Pinus (Diploxylon),Pinus sylvestris-type,TRSH
Pinus (diploxylon),Pinus sylvestris-type,TRSH
Pinus (half),Pinus sylvestris-type,TRSH
Pinus (whole),Pinus sylvestris-type,TRSH
Pinus dip,Pinus sylvestris-type,TRSH
Pinus diplost.,Pinus sylvestris-type,TRSH
Pinus diploxylon,Pinus sylvestris-type,TRSH
Pinus diploxylon-type,Pinus sylvestris-type,TRSH
Pinus non-cembra,Pinus sylvestris-type,TRSH
Pinus s/g Diploxylon,Pinus sylvestris-type,TRSH
Pinus sect. Diploxylon,Pinus sylvestris-type,TRSH
Pinus sgen. Diploxylon,Pinus sylvestris-type,TRSH
Pinus subg. Diploxylon,Pinus sylvestris-type,TRSH
Pinus subg. Diploxylon-type,Pinus sylvestris-type,TRSH
Pinus subg. Pinus,Pinus sylvestris-type,TRSH
Pinus subgen. Diploxylon,Pinus sylvestris-type,TRSH
Pinus sylvestris,Pinus sylvestris-type,TRSH
Pinus sylvestris T,Pinus sylvestris-type,TRSH
Pinus sylvestris t.,Pinus sylvestris-type,TRSH
Pinus sylvestris type,Pinus sylvestris-type,TRSH
Pinus sylvestris-type,Pinus sylvestris-type,TRSH
Pinus sylvestris/P. nigra-type,Pinus sylvestris-type,TRSH
Pinus sylvestris/mugo,Pinus sylvestris-type,TRSH
Pinus sylvestris/mugo type,Pinus sylvestris-type,TRSH
Pinus sylvestris/nigra type,Pinus sylvestris-type,TRSH
Pinus sylvestris/nigra-type,Pinus sylvestris-type,TRSH
Pinus sylvestris/nigra/uncinata t.,Pinus sylvestris-type,TRSH
Pinus sylvestris=Pinus s/g Diploxylon,Pinus sylvestris-type,TRSH
Pinus-D,Pinus sylvestris-type,TRSH
Pinus-Diploxylon,Pinus sylvestris-type,TRSH
Pinus-type,Pinus sylvestris-type,TRSH
PinusDiplo.,Pinus sylvestris-type,TRSH
Pinus stomata,Pinus: stomata,VEMI
Pinus: stomata,Pinus: stomata,MACR
Pinus: stomata,Pinus: stomata,VEMI
Piper,Piper,HERB
Piperaceae,Piperaceae,HERB
PISTACIA,Pistacia,TRSH
Pistacia,Pistacia,TRSH
Pistacia cf. P. lentiscus,Pistacia,TRSH
Pistacia cf. P. terebinthus,Pistacia,TRSH
Pistacia lentiscus,Pistacia,TRSH
Pistacia terebinthus,Pistacia,TRSH
Pistacia terebinthus type,Pistacia,TRSH
Pistacia-type,Pistacia,TRSH
Pisum sativum,Pisum sativum,HERB
Plan-eae,Plantaginaceae,HERB
Plantaginaceae,Plantaginaceae,HERB
Plantaginaceae undiff.,Plantaginaceae,HERB
PLANTAGO,Plantago,HERB
PLANTAGO indet.,Plantago,HERB
Plantago,Plantago,HERB
Plantago alpinum,Plantago,HERB
Plantago carinata type,Plantago,HERB
Plantago cf. P. afra,Plantago,HERB
Plantago cf. P. lanceolata,Plantago,HERB
Plantago cylindrica-type,Plantago,HERB
Plantago indet.,Plantago,HERB
Plantago lanceolata-type/P. major-type,Plantago,HERB
Plantago media/P. montana,Plantago,HERB
Plantago pro parte,Plantago,HERB
Plantago sp.,Plantago,HERB
Plantago undiff,Plantago,HERB
Plantago undiff.,Plantago,HERB
Plantago undiff. type,Plantago,HERB
Plantago undifferentiated,Plantago,HERB
Plantago-type,Plantago,HERB
Plantago albicans,Plantago albicans,HERB
Plantago albicans type,Plantago albicans,HERB
P. atrata,Plantago atrata-type,HERB
Plantago atrata,Plantago atrata-type,HERB
Plantago montana-type,Plantago atrata-type,HERB
P. coronopus,Plantago coronopus-type,HERB
Plantago coronopus,Plantago coronopus-type,HERB
Plantago coronopus t.,Plantago coronopus-type,HERB
Plantago coronopus type,Plantago coronopus-type,HERB
Plantago coronopus-type,Plantago coronopus-type,HERB
P. lanceolata,Plantago lanceolata-type,HERB
P. lanceolata-t.,Plantago lanceolata-type,HERB
PLANTAGO lanceol.,Plantago lanceolata-type,HERB
Plantago l,Plantago lanceolata-type,HERB
Plantago lagopus type,Plantago lanceolata-type,HERB
Plantago lagopus-type,Plantago lanceolata-type,HERB
Plantago lanc.,Plantago lanceolata-type,HERB
Plantago lanceolata,Plantago lanceolata-type,HERB
Plantago lanceolata t.,Plantago lanceolata-type,HERB
Plantago lanceolata type,Plantago lanceolata-type,HERB
Plantago lanceolata-type,Plantago lanceolata-type,HERB
Plantago lusitanica,Plantago lanceolata-type,HERB
Platango lanceolata-type,Plantago lanceolata-type,HERB
P. major,Plantago major,HERB
P. major type,Plantago major,HERB
PLANTAGO major,Plantago major,HERB
Plan._m-or,Plantago major,HERB
Plant. major type,Plantago major,HERB
Plantago maior,Plantago major,HERB
Plantago major,Plantago major,HERB
Plantago major type,Plantago major,HERB
Plantago major-type,Plantago major,HERB
Plantago sp./major,Plantago major,HERB
Plantago maior/media,Plantago major/P. media-type,HERB
Plantago major-media,Plantago major/P. media-type,HERB
Plantago major/P. media,Plantago major/P. media-type,HERB
Plantago major/P. media-type,Plantago major/P. media-type,HERB
Plantago major/Plantago media,Plantago major/P. media-type,HERB
Plantago major/Plantago media type,Plantago major/P. media-type,HERB
Plantago major/media,Plantago major/P. media-type,HERB
Plantago major/media t.,Plantago major/P. media-type,HERB
Plantago major/media-type,Plantago major/P. media-type,HERB
Plantago media/major,Plantago major/P. media-type,HERB
Plantago media/major-type,Plantago major/P. media-type,HERB
PLANTAGO MARITIMA,Plantago maritima-type,HERB
Plantago alpina,Plantago maritima-type,HERB
Plantago alpina type,Plantago maritima-type,HERB
Plantago alpina-type,Plantago maritima-type,HERB
Plantago maritima,Plantago maritima-type,HERB
Plantago maritima type,Plantago maritima-type,HERB
Plantago maritima-type,Plantago maritima-type,HERB
Plantago maritima/alpina-type,Plantago maritima-type,HERB
Plantago ovata,Plantago maritima-type,HERB
Plantago ovata-type,Plantago maritima-type,HERB
Plantago psyllium-type,Plantago maritima-type,HERB
Plan._max.,Plantago maxima,HERB
Plan._med.,Plantago media,HERB
Plantago med,Plantago media,HERB
Plantago media,Plantago media,HERB
Plantago media type,Plantago media,HERB
Plantago media-type,Plantago media,HERB
Plantago media/minor,Plantago media,HERB
Plantago tenuiflora t.,Plantago tenuiflora,HERB
Plantago tenuiflora type,Plantago tenuiflora,HERB
Plantago tenuiflora-type,Plantago tenuiflora,HERB
PLATANUS,Platanus,TRSH
Platanus,Platanus,TRSH
Platanus orientalis,Platanus,TRSH
t.PLATANUS,Platanus,TRSH
Platea,Platea,TRSH
Platycarya,Platycarya,TRSH
Platycarya-strobilacea,Platycarya,TRSH
Platycodon,Platycodon,HERB
Pleospora sp.,Pleospora-type,FUNG
Pleurospermum,Pleurospermum-type,HERB
Pleurospermum austriacum,Pleurospermum-type,HERB
Pleurospermum-type,Pleurospermum-type,HERB
Smyrnium-type,Pleurospermum-type,HERB
Armeria/Limonium,Plumbaginaceae,HERB
Armeria/Limonium t.,Plumbaginaceae,HERB
Armeria/Limonium-type,Plumbaginaceae,HERB
Limoniaceae=Plumbaginaceae,Plumbaginaceae,HERB
Plumbaginaceae,Plumbaginaceae,HERB
Plumbaginaceae indet.,Plumbaginaceae,HERB
Plumbaginaceae undiff.,Plumbaginaceae,HERB
Anthoxanthum,Poaceae,HERB
Deschampsia,Poaceae,HERB
Graminae,Poaceae,HERB
Gramine.,Poaceae,HERB
Gramineae,Poaceae,HERB
Gramineae <40 _m,Poaceae,HERB
Gramineae G,Poaceae,HERB
Gramineae P,Poaceae,HERB
Gramineae undiff.,Poaceae,HERB
Gramineae wild grass-group,Poaceae,HERB
Gramineae wild-grass-group,Poaceae,HERB
Gramineae(<40),Poaceae,HERB
Nardus,Poaceae,HERB
POACEAE,Poaceae,HERB
Phragmites australis cf.,Poaceae,HERB
Poa/Festuca-type,Poaceae,HERB
Poaceae,Poaceae,HERB
Poaceae (37 um),Poaceae,HERB
Poaceae (<37 um),Poaceae,HERB
Poaceae (annulus <8 um),Poaceae,HERB
Poaceae <37µm,Poaceae,HERB
Poaceae annulus <8µm,Poaceae,HERB
Poaceae cf. Phragmites australis,Poaceae,HERB
Poaceae class 1,Poaceae,HERB
Poaceae class 2,Poaceae,HERB
Poaceae class 3,Poaceae,HERB
Poaceae class 4,Poaceae,HERB
Poaceae mag 47 anulus min 11,Poaceae,HERB
Poaceae pro parte,Poaceae,HERB
Poaceae undif.<40√¶m,Poaceae,HERB
Poaceae undiff,Poaceae,HERB
Poaceae undiff.,Poaceae,HERB
Poaceae undiff. <40 -_m,Poaceae,HERB
Poaceae undiff. type,Poaceae,HERB
Poaceae undifferentiated,Poaceae,HERB
Poaceae wild grass group,Poaceae,HERB
Poaceae wild grass-group,Poaceae,HERB
Poaceae wild grass-type,Poaceae,HERB
Poaceae wildgrass-type,Poaceae,HERB
Poaceae..wildgrass.,Poaceae,HERB
Poaceae<40,Poaceae,HERB
Poaceae<40micron,Poaceae,HERB
Poaceae_37-47,Poaceae,HERB
Poaceae_min 37,Poaceae,HERB
Poacee,Poaceae,HERB
Stipa,Poaceae,HERB
Wild grass group,Poaceae,HERB
Wild grass group clumps of two,Poaceae,HERB
Podocarpaceae,Podocarpaceae,TRSH
Podocarpus,Podocarpus,TRSH
Podocarpus-macrophyllus,Podocarpus macrophyllus,TRSH
Podospora,Podospora-type,FUNG
Podospora (HdV-368),Podospora-type,FUNG
Podospora sp,Podospora-type,FUNG
Podospora-type,Podospora-type,FUNG
Polem-eae,Polemoniaceae,HERB
Polemoniaceae,Polemoniaceae,HERB
Polemonium,Polemonium,HERB
Polemonium caeruleum,Polemonium,HERB
Polemonium t.,Polemonium,HERB
Polemonium acutiflorum,Polemonium acutiflorum,UPHE
Pollen per unit sediment mass,Pollen per unit sediment mass (/g),NOPO
Pollen per unit sediment mass (/g),Pollen per unit sediment mass (/g),NOPO
Pollen Sum,Pollen sums,NOPO
Pollen sums,Pollen sums,NOPO
Polycarpon,Polycarpon,HERB
POLYGALA,Polygala,HERB
Polygala,Polygala,HERB
Polygala-type,Polygala,HERB
Polygalaceae,Polygala,HERB
Polygala comosa-type,Polygala comosa-type,HERB
Polygala vulgaris-type,Polygala comosa-type,HERB
Aconogonon,Polygonaceae,HERB
POLYGONACEAE,Polygonaceae,HERB
Polyg-eae,Polygonaceae,HERB
Polygonaceae,Polygonaceae,HERB
Polygonaceae undiff.,Polygonaceae,HERB
Polygonaceae..other.,Polygonaceae,HERB
Rumex+Rheum,Polygonaceae,HERB
Polygonatum,Polygonatum-type,HERB
Polygonum alpinum,Polygonum alpinum,HERB
Polyg._av.,Polygonum aviculare-type,HERB
Polygonum aviculare,Polygonum aviculare-type,HERB
Polygonum aviculare T,Polygonum aviculare-type,HERB
Polygonum aviculare t.,Polygonum aviculare-type,HERB
Polygonum aviculare type,Polygonum aviculare-type,HERB
Polygonum aviculare-group,Polygonum aviculare-type,HERB
Polygonum aviculare-type,Polygonum aviculare-type,HERB
Polygonum-aviculare,Polygonum aviculare-type,HERB
POLYGONUM bistorta,Polygonum bistorta,HERB
Polyg._bi.,Polygonum bistorta,HERB
Polygonum bistorta,Polygonum bistorta,HERB
Polygonum-bistorta,Polygonum bistorta,HERB
Bistorta,Polygonum bistorta-type,HERB
Bistorta t.,Polygonum bistorta-type,HERB
Bistorta-type,Polygonum bistorta-type,HERB
P. bistorta,Polygonum bistorta-type,HERB
P. bistorta-t.,Polygonum bistorta-type,HERB
POLYGONUM BISTORTA type,Polygonum bistorta-type,HERB
Polygonum bistorta type,Polygonum bistorta-type,HERB
Polygonum bistorta-type,Polygonum bistorta-type,HERB
Polygonum bistorta/P. viviparum,Polygonum bistorta-type,HERB
Polygonum sect. Bistorta,Polygonum bistorta-type,HERB
Polygonum viviparum,Polygonum bistorta-type,HERB
Polygonum viviparum-type,Polygonum bistorta-type,HERB
Polygonum viviparum/P. bistorta,Polygonum bistorta-type,HERB
Polygonum cognatum,Polygonum cognatum,HERB
Polygonum cognatum-type,Polygonum cognatum,HERB
Polygonum cognatum/molliaeforme-type,Polygonum cognatum,HERB
Polygonum oxyspermum-group,Polygonum oxyspermum-type,HERB
Polygonum polycnemoides-type,Polygonum polycnemoides,HERB
Bistorta vivipara,Polygonum viviparum,HERB
POLYGONUM VIVIPARUM,Polygonum viviparum,HERB
Polygonum viviparum,Polygonum viviparum,HERB
Polygonum viviparum-type,Polygonum viviparum,HERB
Polygonum-viviparum,Polygonum viviparum,HERB
P. avic.-bistorta,Polygonum-type (tricolporate),HERB
P. avic.-bistorta-t.,Polygonum-type (tricolporate),HERB
Polyginum,Polygonum-type (tricolporate),HERB
Polygonum,Polygonum-type (tricolporate),HERB
Polygonum aviculare/bistorta-type,Polygonum-type (tricolporate),HERB
Polygonum avicularia,Polygonum-type (tricolporate),HERB
Polygonum pro parte,Polygonum-type (tricolporate),HERB
Polygonum sec.,Polygonum-type (tricolporate),HERB
Polygonum sect. Aconogonon,Polygonum-type (tricolporate),HERB
Polygonum sp.,Polygonum-type (tricolporate),HERB
Polygonum undiff.,Polygonum-type (tricolporate),HERB
Polygonum undifferentiated,Polygonum-type (tricolporate),HERB
Polygonum-type,Polygonum-type (tricolporate),HERB
Polygoum ellipticum,Polygonum-type (tricolporate),HERB
Polykrikos,Polykriko,DINO
"Polypodiceae, Sporangium",Polypodiaceae: sporangia,VEMI
POLYPODIUM,Polypodium,VACR
Polyp._vulg.,Polypodium,VACR
Polypod. vulg.,Polypodium,VACR
Polypodium,Polypodium,VACR
Polypodium sporangia,Polypodium,VACR
Polypodium undiff.,Polypodium,VACR
Polypodium vulgare,Polypodium,VACR
Polypodium vulgare t.,Polypodium,VACR
Polypodium vulgare type,Polypodium,VACR
Polypodium vulgare-type,Polypodium,VACR
Polypodium virginianum,Polypodium virginianum,VACR
Polystichum,Polystichum,VACR
Polystichum type,Polystichum-type,VACR
Polystichum-type,Polystichum-type,VACR
Polytrich.,Polytrichum,BRYO
Polytrichium,Polytrichum,BRYO
POPULUS,Populus,TRSH
Poppulus,Populus,TRSH
Populus,Populus,TRSH
Populus undiff.,Populus,TRSH
Populus tremula,Populus tremula-type,TRSH
Populus tremula-type,Populus tremula-type,TRSH
Portulacaceae,Portulacaceae,HERB
Potamogeton natans,Potamogeton natans-type,AQUA
Potamogeton natans t.,Potamogeton natans-type,AQUA
Potamogeton natans-type,Potamogeton natans-type,AQUA
Potamogeton sect. Eupotamogeton,Potamogeton natans-type,AQUA
Potamogeton subg. Potamogeton,Potamogeton natans-type,AQUA
Potamogeton subgenus Potamogeton type,Potamogeton natans-type,AQUA
Potamogeton sect. Coleogeton-type,Potamogeton pectinatus-type,AQUA
Potamogeton subg. Coleogeton,Potamogeton pectinatus-type,AQUA
Potam-eae,Potamogeton-type,AQUA
Potamogeonaceae,Potamogeton-type,AQUA
Potamogeton,Potamogeton-type,AQUA
Potamogeton undiff.,Potamogeton-type,AQUA
Potamogeton-type,Potamogeton-type,AQUA
Potamogeton/Sparganium,Potamogeton-type,AQUA
Potamogetonaceae,Potamogeton-type,AQUA
Potomogeton,Potamogeton-type,AQUA
Sparganium,Potamogeton-type,AQUA
Comar._pal.,Potentilla palustris,HERB
Comarum palustre,Potentilla palustris,AQUA
Comarum palustre,Potentilla palustris,HERB
POTENTILLA,Potentilla palustris,HERB
Potentilla,Potentilla palustris,HERB
Potentilla palustris,Potentilla palustris,AQUA
Fragaria,Potentilla-type,HERB
Potentilla,Potentilla-type,HERB
Potentilla T,Potentilla-type,HERB
Potentilla aurea,Potentilla-type,HERB
Potentilla erecta,Potentilla-type,HERB
Potentilla micrantha-type,Potentilla-type,HERB
Potentilla recta,Potentilla-type,HERB
Potentilla recta-type,Potentilla-type,HERB
Potentilla subg. Comarum,Potentilla-type,HERB
Potentilla t.,Potentilla-type,HERB
Potentilla type,Potentilla-type,HERB
Potentilla undiff.,Potentilla-type,HERB
Potentilla-type,Potentilla-type,HERB
Potentilla/Comarum,Potentilla-type,HERB
cf. Potentilla palustris,Potentilla-type,INUN
Pre-Quaternary pollen,Pre-Quaternary pollen,PREQ
Pre-Quaternary spore,Pre-Quaternary sporomorphs,PREQ
Pre-Quaternary spores,Pre-Quaternary sporomorphs,PREQ
Pre-Quaternary,Pre-Quaternary type,PREQ
Primula,Primula,HERB
Primula-type,Primula,HERB
Primula farinosa,Primula farinosa-type,HERB
Primula farinosa-type,Primula farinosa-type,HERB
Primula clusiana-type,Primula hirsuta-type,HERB
Primula clusiana/hirsuta-type,Primula hirsuta-type,HERB
Primula hirsuta-type,Primula hirsuta-type,HERB
Primula veris group,Primula veris-type,HERB
Primula veris-group,Primula veris-type,HERB
Primula veris-type,Primula veris-type,HERB
Primula vulgaris-type,Primula veris-type,HERB
Primula/Linaria-type,Primula/Linaria-type,HERB
Myrsinaceae,Primulaceae,HERB
Prim-eae,Primulaceae,HERB
Primulaceae,Primulaceae,HERB
Primulaceae undiff.,Primulaceae,HERB
Prosopis,Prosopis,TRSH
Proteaceae,Proteaceae,TRSH
Protoperidinium,Protoperidinium,DINO
Nepeta,Prunella-type,HERB
Prunella,Prunella-type,HERB
Prunella vulgaris-type,Prunella-type,HERB
Prunella-type,Prunella-type,HERB
Prunus,Prunus,TRSH
Prunus padus,Prunus padus,TRSH
Crataegus t.,Prunus-type,TRSH
Crataegus-type,Prunus-type,TRSH
Malus,Prunus-type,TRSH
Malus-type,Prunus-type,TRSH
PRUNUS,Prunus-type,TRSH
Padus avium,Prunus-type,TRSH
Pirus-type,Prunus-type,INUN
Prunoideae,Prunus-type,TRSH
Prunus,Prunus-type,TRSH
Prunus T,Prunus-type,TRSH
Prunus avium,Prunus-type,TRSH
Prunus cf. P. spinosa,Prunus-type,TRSH
Prunus domestica,Prunus-type,TRSH
Prunus sp.,Prunus-type,TRSH
Prunus spinosa-type,Prunus-type,TRSH
Prunus t.,Prunus-type,TRSH
Prunus-type,Prunus-type,TRSH
Pyrus,Prunus-type,TRSH
"Rosaceae, Prunus",Prunus-type,TRSH
Rosaceae-type/Prunus,Prunus-type,TRSH
t.PRUNUS,Prunus-type,TRSH
Pseudolarix type,Pseudolarix amabilis,TRSH
Concentricystes,Pseudoschizaea,NOPO
PSEUDOSCHIZAEA,Pseudoschizaea,ALGA
Pseudoschizaea,Pseudoschizaea,ALGA
Pseudoschizaea,Pseudoschizaea,CHLO
Pseudoschizaea circula,Pseudoschizaea circula,ALGA
Pseudosquizaea spp.,Pseudosquizaea spp.,ALGA
Psoralea,Psoralea bituminosa,HERB
Pteridium,Pteridium,VACR
Pter._a-m,Pteridium aquilinum,VACR
Pteridium,Pteridium aquilinum,VACR
Pteridium aquilin.,Pteridium aquilinum,VACR
Pteridium aquilinum,Pteridium aquilinum,VACR
Pteridium aquilinum-type,Pteridium aquilinum,VACR
Pteridium undiff.,Pteridium aquilinum,VACR
Pteridium-type,Pteridium aquilinum,VACR
Farn-Sporangium Bruchstück,Pteridophyta: sporangia,VEMI
Fern sporangia,Pteridophyta: sporangia,VEMI
Polyp zarodnie,Pteridophyta: sporangia,VEMI
Sporangium,Pteridophyta: sporangia,VEMI
Pteris,Pteris,VACR
Pteris cretica R,Pteris cretica,VACR
Pterocarya,Pterocarya,TRSH
Pterocarya frax. type clumps of two,Pterocarya,TRSH
Pterocarya fraxinifolia,Pterocarya,TRSH
Pterocarya fraxinifolia type,Pterocarya,TRSH
Pterocarya pterocarpa,Pterocarya,TRSH
Pteroceltis,Pteroceltis,TRSH
Pterolobium,Pterolobium,TRSH
Pterosperma,Pterosperma,INVE
Pulsatilla,Pulsatilla,HERB
Pulsatilla-type,Pulsatilla,HERB
Ranunculaceae pulsatilla,Pulsatilla,HERB
Punica,Punica granatum,TRSH
Pirolaceae,Pyrola-type,DWAR
Pyrola,Pyrola-type,HERB
Pyrola,Pyrola-type,DWAR
Pyrolaceae,Pyrola-type,HERB
Pyrolaceae,Pyrola-type,DWAR
Quantity of sample,Quantity of sample,NOPO
Sample quantity,Quantity of sample,NOPO
volume of sample,Quantity of sample,NOPO
Quantity of spike,Quantity of spike,NOPO
Cyclobalanopsis,Quercus,TRSH
Cyclobalanopsis+Quercus,Quercus,TRSH
Quercus,Quercus,TRSH
Quercus cerriscf.,Quercus,TRSH
Quercus cf. Q. rotundifolia,Quercus,TRSH
Quercus cf. Q. semecarpifolia,Quercus,TRSH
Quercus clumps of two,Quercus,TRSH
Quercus pro parte,Quercus,TRSH
Quercus total,Quercus,TRSH
Quercus undiff.,Quercus,TRSH
Quercus..unclear.,Quercus,TRSH
QuercusCyclo.,Quercus,TRSH
Quercus (deciduous),Quercus (deciduous),TRSH
QUERCUS SUBER t.,Quercus cerris-type,TRSH
QUERCUS SUBER/CERRIS,Quercus cerris-type,TRSH
Quercus cerris,Quercus cerris-type,TRSH
Quercus cerris-type,Quercus cerris-type,TRSH
Quercus cerris/Q. suber,Quercus cerris-type,TRSH
Quercus cerris/Q. suber-type,Quercus cerris-type,TRSH
